const,nconst,actor,gender,ordering
tt0302297,nm0896735,Vince Vieluf,2.0,9
tt0302297,nm0505949,Samm Levine,2.0,10
tt0302640,nm0001705,Rob Schneider,2.0,1
tt0302640,nm1046097,Rachel McAdams,1.0,2
tt0302640,nm0267506,Anna Faris,1.0,3
tt0302640,nm0492932,Matthew Lawrence,2.0,4
tt0302640,nm0647638,Eric Christian Olsen,2.0,5
tt0302640,nm0001108,Robert Davi,2.0,6
tt0302640,nm0002124,Melora Hardin,1.0,7
tt0302640,nm0005016,Alexandra Holden,1.0,8
tt0302640,nm1150181,Maritza Murray,0.0,9
tt0302640,nm0369521,Fay Hauser,1.0,10
tt0303361,nm0079374,Angela Bettis,1.0,1
tt0303361,nm0005438,Jeremy Sisto,2.0,2
tt0303361,nm0267506,Anna Faris,1.0,3
tt0303361,nm0001166,James Duval,2.0,4
tt0303361,nm0385346,Nichole Hiltz,1.0,5
tt0303361,nm0300824,Kevin Gage,2.0,6
tt0303361,nm0448223,Merle Kennedy,1.0,7
tt0303361,nm1112009,Chandler Riley Hecht,0.0,8
tt0303361,nm0203043,Rachel David,0.0,9
tt0303361,nm0954253,Nora Zehetner,1.0,10
tt0304415,nm0000210,Julia Roberts,1.0,1
tt0304415,nm0000379,Kirsten Dunst,1.0,2
tt0304415,nm0005466,Julia Stiles,1.0,3
tt0304415,nm0350454,Maggie Gyllenhaal,1.0,4
tt0304415,nm0329481,Ginnifer Goodwin,1.0,5
tt0304415,nm0922035,Dominic West,2.0,6
tt0304415,nm0828980,Juliet Stevenson,1.0,7
tt0304415,nm0001315,Marcia Gay Harden,1.0,8
tt0304415,nm0805476,John Slattery,2.0,9
tt0304415,nm0783033,Marian Seldes,1.0,10
tt0304711,nm0005132,Heath Ledger,2.0,1
tt0304711,nm0004692,Mark Addy,2.0,2
tt0304711,nm0815370,Shannyn Sossamon,1.0,3
tt0304711,nm0299811,Benno Fürmann,2.0,4
tt0304711,nm0000693,Peter Weller,2.0,5
tt0304711,nm0138700,Francesco Carnelutti,2.0,6
tt0304711,nm0768641,Mattia Sbragia,2.0,7
tt0304711,nm0142686,Mirko Casaburo,2.0,8
tt0304711,nm1203355,Giulia Lombardi,0.0,9
tt0304711,nm0107101,Richard Bremmer,2.0,10
tt0305224,nm0000197,Jack Nicholson,2.0,1
tt0305224,nm0001191,Adam Sandler,2.0,2
tt0305224,nm0000673,Marisa Tomei,1.0,3
tt0305224,nm0350079,Luis Guzmán,2.0,4
tt0305224,nm0184445,Allen Covert,2.0,5
tt0305224,nm0858106,Lynne Thigpen,1.0,6
tt0305224,nm0298281,Kurt Fuller,2.0,7
tt0305224,nm0521781,Jonathan Loughran,2.0,8
tt0305224,nm0020739,Krista Allen,1.0,9
tt0305224,nm0005064,January Jones,1.0,10
tt0305669,nm0000188,Steve Martin,2.0,1
tt0305669,nm0001451,Queen Latifah,1.0,2
tt0305669,nm0506405,Eugene Levy,2.0,3
tt0305669,nm0687506,Joan Plowright,1.0,4
tt0305669,nm0005443,Jean Smart,1.0,5
tt0305669,nm0004782,Kimberly J. Brown,1.0,6
tt0305669,nm0427489,Angus T. Jones,2.0,7
tt0305669,nm0701512,Missi Pyle,1.0,8
tt0305669,nm0742146,Michael Rosenbaum,2.0,9
tt0305669,nm0924508,Betty White,1.0,10
tt0305711,nm0005110,Ashton Kutcher,2.0,1
tt0305711,nm0005261,Brittany Murphy,1.0,2
tt0305711,nm0437283,Christian Kane,2.0,3
tt0305711,nm0608378,David Moscow,2.0,4
tt0305711,nm0005195,Monet Mazur,1.0,5
tt0305711,nm0711058,David Rasche,2.0,6
tt0305711,nm0524745,Thad Luckinbill,2.0,7
tt0305711,nm1290815,David Agranov,2.0,8
tt0305711,nm0453115,Taran Killam,2.0,9
tt0305711,nm0000855,Raymond J. Barry,2.0,10
tt0306047,nm0267506,Anna Faris,1.0,1
tt0306047,nm0000221,Charlie Sheen,2.0,2
tt0306047,nm0356021,Regina Hall,1.0,3
tt0306047,nm0000097,Pamela Anderson,1.0,4
tt0306047,nm0000189,Jenny McCarthy-Wahlberg,,5
tt0306047,nm0256988,Marny Eng,1.0,6
tt0306047,nm0005350,Simon Rex,2.0,7
tt0306047,nm1174992,Jianna Ballard,1.0,8
tt0306047,nm0005315,Jeremy Piven,2.0,9
tt0306047,nm0821048,Timothy Stack,,10
tt0308152,nm0936403,Ray Wise,2.0,1
tt0308152,nm0005417,Lin Shaye,1.0,2
tt0308152,nm0128942,Mick Cain,2.0,3
tt0308152,nm0005016,Alexandra Holden,1.0,4
tt0308152,nm0038854,William Rosenfeld,2.0,5
tt0308152,nm0807291,Amber Smith,1.0,6
tt0308152,nm0339535,Karen S. Gregan,1.0,7
tt0308152,nm0534642,Sharon Madden,1.0,8
tt0308152,nm0884313,Steve Valentine,2.0,9
tt0308152,nm0803765,Jimmie F. Skaggs,2.0,10
tt0308506,nm0510168,Shad Moss,2.0,1
tt0308506,nm0005151,Jonathan Lipnicki,2.0,2
tt0308506,nm0004820,Morris Chestnut,2.0,3
tt0308506,nm0814259,Brenda Song,1.0,4
tt0308506,nm0687146,Jesse Plemons,2.0,5
tt0308506,nm1026187,Julius Charles Ritter,,6
tt0308506,nm0000417,Crispin Glover,2.0,7
tt0308506,nm0575198,Anne Meara,1.0,8
tt0308506,nm0001233,Robert Forster,2.0,9
tt0308506,nm0506405,Eugene Levy,2.0,10
tt0309530,nm0000191,Ewan McGregor,2.0,1
tt0309530,nm0000250,Renée Zellweger,1.0,2
tt0309530,nm0001383,David Hyde Pierce,2.0,3
tt0309530,nm0005299,Sarah Paulson,1.0,4
tt0309530,nm0237222,Rachel Dratch,1.0,5
tt0309530,nm0687443,Jack Plotnick,2.0,6
tt0309530,nm0709704,Tony Randall,2.0,7
tt0309530,nm0043891,John Aylward,2.0,8
tt0309530,nm0613240,Warren Munson,,9
tt0309530,nm0743671,Matt Ross,2.0,10
tt0309593,nm0176882,A.J. Cook,,1
tt0309593,nm0005123,Ali Larter,1.0,2
tt0309593,nm0865302,Tony Todd,2.0,3
tt0309593,nm0484678,Michael Landes,2.0,4
tt0309593,nm0655959,David Paetkau,2.0,5
tt0309593,nm0456484,James Kirk,2.0,6
tt0309593,nm0007155,Lynda Boyd,1.0,7
tt0309593,nm0870535,Keegan Connor Tracy,1.0,8
tt0309593,nm0974364,Jonathan Cherry,2.0,9
tt0309593,nm0141333,Terrence 'T.C.' Carson,2.0,10
tt0309698,nm0000131,John Cusack,2.0,1
tt0309698,nm0000501,Ray Liotta,2.0,2
tt0309698,nm0001605,Amanda Peet,1.0,3
tt0309698,nm0370035,John Hawkes,2.0,4
tt0309698,nm0000547,Alfred Molina,2.0,5
tt0309698,nm0245112,Clea DuVall,1.0,6
tt0309698,nm0001525,John C. McGinley,2.0,7
tt0309698,nm0005406,William Lee Scott,2.0,8
tt0309698,nm0000998,Jake Busey,2.0,9
tt0309698,nm0898546,Pruitt Taylor Vince,2.0,10
tt0310357,nm0000417,Crispin Glover,2.0,1
tt0310357,nm0000388,R. Lee Ermey,2.0,2
tt0310357,nm0005009,Laura Harring,1.0,3
tt0310357,nm0123201,Jackie Burroughs,1.0,4
tt0310357,nm0570896,Ashlyn Gere,1.0,5
tt0310357,nm0852039,William S. Taylor,2.0,6
tt0310357,nm1337977,Edward Horn,2.0,7
tt0310357,nm0528311,Gus Lynch,2.0,8
tt0310357,nm0755499,Laara Sadiq,1.0,9
tt0310357,nm0662189,David Parker,2.0,10
tt0310775,nm0814280,Song Kang-ho,2.0,1
tt0310775,nm0793784,Shin Ha-kyun,2.0,2
tt0310775,nm0046277,Bae Doona,1.0,3
tt0310775,nm0510546,Lim Ji-eun,,4
tt0310775,nm1136390,Han Bo-bae,1.0,5
tt0310775,nm1139514,Lee Dae-yeon,2.0,6
tt0310775,nm1029669,Gi Ju-bong,,7
tt0310775,nm1139070,Kim Se-dong,2.0,8
tt0310775,nm2606345,Lee Yoon-mi,,9
tt0310775,nm0753486,Ryu Seung-beom,,10
tt0313196,nm0305558,Gael García Bernal,2.0,1
tt0313196,nm0847799,Ana Claudia Talancón,1.0,2
tt0313196,nm0333466,Sancho Gracia,2.0,3
tt0313196,nm0032793,Angélica Aragón,1.0,4
tt0313196,nm0400111,Luisa Huertas,1.0,5
tt0313196,nm0350884,Ernesto Gómez Cruz,2.0,6
tt0313196,nm0578247,Gastón Melo,2.0,7
tt0313196,nm1177170,Andrés Montiel,2.0,8
tt0313196,nm0017343,Damián Alcázar,2.0,9
tt0313196,nm0608358,Gerardo Moscoso,0.0,10
tt0313443,nm0000243,Denzel Washington,2.0,1
tt0313443,nm0005125,Sanaa Lathan,1.0,2
tt0313443,nm0578949,Eva Mendes,1.0,3
tt0313443,nm0001002,Dean Cain,2.0,4
tt0313443,nm0082517,John Billingsley,2.0,5
tt0313443,nm1151899,Robert Baker,2.0,6
tt0313443,nm0141450,Alex Carter,2.0,7
tt0313443,nm0139175,Antoni Corone,2.0,8
tt0313443,nm0521761,Terry Loughlin,2.0,9
tt0313443,nm0004887,Nora Dunn,1.0,10
tt0313542,nm0000131,John Cusack,2.0,1
tt0313542,nm0001838,Rachel Weisz,1.0,2
tt0313542,nm0000432,Gene Hackman,2.0,3
tt0313542,nm0000163,Dustin Hoffman,2.0,4
tt0313542,nm0001117,Bruce Davison,2.0,5
tt0313542,nm0569226,Bruce McGill,2.0,6
tt0313542,nm0005315,Jeremy Piven,2.0,7
tt0313542,nm0780678,Nick Searcy,2.0,8
tt0313542,nm0027454,Stanley Anderson,2.0,9
tt0313542,nm0193295,Cliff Curtis,2.0,10
tt0313737,nm0000113,Sandra Bullock,1.0,1
tt0313737,nm0000424,Hugh Grant,2.0,2
tt0313737,nm0001860,Alicia Witt,1.0,3
tt0313737,nm0412374,Dana Ivey,1.0,4
tt0313737,nm0458951,Robert Klein,2.0,5
tt0313737,nm0122688,Heather Burns,1.0,6
tt0313737,nm0354069,David Haig,2.0,7
tt0313737,nm0592923,Dorian Missick,2.0,8
tt0313737,nm0045935,Joseph Badalucco Jr.,2.0,9
tt0313737,nm0230731,Jonathan Dokuchitz,2.0,10
tt0314331,nm0000424,Hugh Grant,2.0,1
tt0314331,nm0567356,Martine McCutcheon,1.0,2
tt0314331,nm0000553,Liam Neeson,2.0,3
tt0314331,nm0001473,Laura Linney,1.0,4
tt0314331,nm0631490,Bill Nighy,2.0,5
tt0314331,nm0279524,Gregor Fisher,2.0,6
tt0314331,nm1141990,Rory MacGregor,,7
tt0314331,nm0000147,Colin Firth,2.0,8
tt0314331,nm0347149,Sienna Guillory,1.0,9
tt0314331,nm0000668,Emma Thompson,1.0,10
tt0314412,nm0001631,Sarah Polley,1.0,1
tt0314412,nm0005454,Scott Speedman,2.0,2
tt0314412,nm0749263,Mark Ruffalo,2.0,3
tt0314412,nm0914455,Leonor Watling,1.0,4
tt0314412,nm0001625,Amanda Plummer,1.0,5
tt0314412,nm0001323,Debbie Harry,1.0,6
tt0314412,nm0210218,Maria de Medeiros,1.0,7
tt0314412,nm0724995,Julian Richings,2.0,8
tt0314412,nm1257544,Kenya Jo Kennedy,1.0,9
tt0314412,nm1057077,Jessica Amlee,1.0,10
tt0314431,nm0000147,Colin Firth,2.0,1
tt0314431,nm0000378,Minnie Driver,1.0,2
tt0314431,nm0005460,Mary Steenburgen,1.0,3
tt0314431,nm0001287,Heather Graham,1.0,4
tt0314431,nm0172806,Frank Collison,2.0,5
tt0314431,nm0001624,Oliver Platt,2.0,6
tt0314431,nm0085420,Mary Black,1.0,7
tt0314431,nm0469584,Ken Kramer,2.0,8
tt0314431,nm1039977,Chad Faust,2.0,9
tt0314431,nm0017167,Tony Alcantar,2.0,10
tt0314498,nm0424060,Scarlett Johansson,1.0,1
tt0314498,nm0159776,Erika Christensen,1.0,2
tt0314498,nm0262635,Chris Evans,2.0,3
tt0314498,nm1211344,Leonardo Nam,2.0,4
tt0314498,nm1034965,Bryan Greenberg,2.0,5
tt0314498,nm1056968,Darius Miles,0.0,6
tt0314498,nm0274508,Tyra Ferrell,1.0,7
tt0314498,nm0000498,Matthew Lillard,2.0,8
tt0314498,nm0029502,Vanessa Angel,1.0,9
tt0314498,nm0533273,Bill Mackenzie,2.0,10
tt0314786,nm0000983,Albert Brooks,2.0,1
tt0314786,nm0000140,Michael Douglas,2.0,2
tt0314786,nm0005351,Ryan Reynolds,2.0,3
tt0314786,nm0005441,Lindsay Sloane,1.0,4
tt0314786,nm0091018,Michael Bodnar,0.0,5
tt0314786,nm0705569,Vladimir Radian,2.0,6
tt0314786,nm0000677,Robin Tunney,1.0,7
tt0314786,nm0052103,Boyd Banks,2.0,8
tt0314786,nm0009675,Susan Aceron,1.0,9
tt0314786,nm0725660,Maria Ricossa,1.0,10
tt0315327,nm0000120,Jim Carrey,2.0,1
tt0315327,nm0000098,Jennifer Aniston,1.0,2
tt0315327,nm0000151,Morgan Freeman,2.0,3
tt0315327,nm0001311,Philip Baker Hall,2.0,4
tt0315327,nm0004738,Catherine Bell,1.0,5
tt0315327,nm0910076,Lisa Ann Walter,1.0,6
tt0315327,nm0136797,Steve Carell,2.0,7
tt0315327,nm0004887,Nora Dunn,1.0,8
tt0315327,nm0420646,Eddie Jemison,2.0,9
tt0315327,nm0766403,Paul Satterfield,2.0,10
tt0315983,nm0000124,Jennifer Connelly,1.0,1
tt0315983,nm0001426,Ben Kingsley,2.0,2
tt0315983,nm0253035,Ron Eldard,2.0,3
tt0315983,nm0004920,Frances Fisher,1.0,4
tt0315983,nm0225332,Kim Dickens,1.0,5
tt0315983,nm0013037,Shohreh Aghdashloo,1.0,6
tt0315983,nm1332975,Jonathan Ahdout,2.0,7
tt0315983,nm0712550,Navi Rawat,1.0,8
tt0315983,nm0326988,Carlos Gómez,2.0,9
tt0315983,nm0416164,Kia Jam,2.0,10
tt0317248,nm1179105,Alexandre Rodrigues,2.0,1
tt0317248,nm1129884,Leandro Firmino,2.0,2
tt0317248,nm0618690,Matheus Nachtergaele,2.0,3
tt0317248,nm1249574,Phellipe Haagensen,2.0,4
tt0317248,nm1179683,Douglas Silva,2.0,5
tt0317248,nm1178560,Jonathan Haagensen,2.0,6
tt0317248,nm1179580,Seu Jorge,2.0,7
tt0317248,nm1403603,Jefechander Suplino,2.0,8
tt0317248,nm0103797,Alice Braga,1.0,9
tt0317248,nm1248280,Emerson Gomes,2.0,10
tt0317303,nm0000552,Eddie Murphy,2.0,1
tt0317303,nm0307531,Jeff Garlin,2.0,2
tt0317303,nm0001378,Anjelica Huston,1.0,3
tt0317303,nm0001872,Steve Zahn,2.0,4
tt0317303,nm0005093,Regina King,1.0,5
tt0317303,nm0005265,Kevin Nealon,2.0,6
tt0317303,nm0441747,Jonathan Katz,2.0,7
tt0317303,nm0266441,Siobhan Fallon Hogan,1.0,8
tt0317303,nm0249046,Lisa Edelstein,1.0,9
tt0317303,nm0000327,Lacey Chabert,1.0,10
tt0317740,nm0000661,Donald Sutherland,2.0,1
tt0317740,nm0000242,Mark Wahlberg,2.0,2
tt0317740,nm0001570,Edward Norton,2.0,3
tt0317740,nm0000234,Charlize Theron,1.0,4
tt0317740,nm0005458,Jason Statham,2.0,5
tt0317740,nm0001293,Seth Green,2.0,6
tt0317740,nm0080049,Yasiin Bey,2.0,7
tt0317740,nm1227095,Fausto Callegarini,2.0,8
tt0317740,nm1386825,Stefano Petronelli,0.0,9
tt0317740,nm1386825,Stefano Petronelli,0.0,10
tt0317740,nm1387252,Fabio Scarpa,0.0,11
tt0317740,nm1387252,Fabio Scarpa,0.0,12
tt0318283,nm0005561,Luke Wilson,2.0,1
tt0318283,nm0005561,Luke Wilson,2.0,2
tt0318283,nm0005028,Kate Hudson,1.0,3
tt0318283,nm0005028,Kate Hudson,1.0,4
tt0318283,nm0005028,Kate Hudson,1.0,5
tt0318283,nm0001601,David Paymer,2.0,6
tt0318283,nm0000521,Sophie Marceau,1.0,7
tt0318283,nm0944598,Derek Barbosa,,8
tt0318283,nm0944598,Derek Barbosa,,9
tt0318283,nm0780957,Lobo Sebastian,2.0,10
tt0318283,nm0780957,Lobo Sebastian,2.0,11
tt0318283,nm0001661,Rob Reiner,2.0,12
tt0318283,nm0932750,Paul Willson,2.0,13
tt0318283,nm1307766,Alexander Wauthier,2.0,14
tt0318283,nm1307955,Leili Kramer,0.0,15
tt0319970,nm0079374,Angela Bettis,1.0,1
tt0319970,nm0165101,Patricia Clarkson,1.0,2
tt0319970,nm0812133,Rena Sofer,1.0,3
tt0319970,nm0565973,Kandyse McClure,1.0,4
tt0319970,nm0211087,Emilie de Ravin,1.0,5
tt0319970,nm0576425,Tobias Mehler,2.0,6
tt0319970,nm0128290,Jesse Cadotte,2.0,7
tt0319970,nm0085428,Meghan Black,1.0,8
tt0319970,nm0799706,Chelan Simmons,1.0,9
tt0319970,nm0410622,Katharine Isabelle,1.0,10
tt0322330,nm0000130,Jamie Lee Curtis,1.0,1
tt0322330,nm0517820,Lindsay Lohan,1.0,2
tt0322330,nm0001319,Mark Harmon,2.0,3
tt0322330,nm0332390,Harold Gould,2.0,4
tt0322330,nm0614877,Chad Michael Murray,2.0,5
tt0322330,nm0864997,Stephen Tobolowsky,2.0,6
tt0322330,nm0896292,Christina Vidal,,7
tt0322330,nm1269329,Ryan Malgarini,2.0,8
tt0322330,nm1268839,Haley Hudson,1.0,9
tt0322330,nm0001034,Rosalind Chao,1.0,10
tt0323033,nm0000112,Pierce Brosnan,2.0,1
tt0323033,nm0000194,Julianne Moore,1.0,2
tt0323033,nm0000205,Parker Posey,1.0,3
tt0323033,nm0790688,Michael Sheen,2.0,4
tt0323033,nm0004920,Frances Fisher,1.0,5
tt0323033,nm0004887,Nora Dunn,1.0,6
tt0323033,nm1597299,Heather Ann Nurnberg,0.0,7
tt0323033,nm0616754,Johnny Myers,2.0,8
tt0323033,nm0236451,Mike Doyle,2.0,9
tt0323033,nm0396796,Allan Houston,,10
tt0323571,nm0005318,Carly Pope,1.0,1
tt0323571,nm0574534,Ian McShane,2.0,2
tt0323571,nm0001600,Adrian Paul,2.0,3
tt0323571,nm0654240,Rena Owen,1.0,4
tt0323571,nm0270451,Brendan Fehr,2.0,5
tt0323571,nm0059431,Jay Baruchel,2.0,6
tt0323571,nm1197673,Vanessa Guy,1.0,7
tt0323571,nm0186763,Eve Crawford,1.0,8
tt0323571,nm0280584,Richard Fitzpatrick,2.0,9
tt0323571,nm0661132,Ron Pardo,,10
tt0325703,nm0001401,Angelina Jolie,1.0,1
tt0325703,nm0124930,Gerard Butler,2.0,2
tt0325703,nm0057368,Chris Barrie,2.0,3
tt0325703,nm0001354,Ciarán Hinds,2.0,4
tt0325703,nm0852965,Noah Taylor,2.0,5
tt0325703,nm0005023,Djimon Hounsou,2.0,6
tt0325703,nm0001709,Til Schweiger,2.0,7
tt0325703,nm0945189,Simon Yam,2.0,8
tt0325703,nm0948045,Terence Yin,,9
tt0325703,nm0130736,Daniel Caltagirone,2.0,10
tt0325733,nm0117709,Daniel Brühl,2.0,1
tt0325733,nm0225944,August Diehl,2.0,2
tt0325733,nm1031534,Anna Maria Mühe,1.0,3
tt0325733,nm0657822,Jana Pallaske,1.0,4
tt0325733,nm0511892,Thure Lindhardt,2.0,5
tt0325733,nm1438944,Verena Bukal,0.0,6
tt0325733,nm1087430,Julia Dietze,1.0,7
tt0325733,nm0253452,Buddy Elias,2.0,8
tt0325733,nm0270784,Luc Feit,2.0,9
tt0325733,nm0294605,Marius Frey,0.0,10
tt0327162,nm0000173,Nicole Kidman,1.0,1
tt0327162,nm0000541,Bette Midler,1.0,2
tt0327162,nm0000111,Matthew Broderick,2.0,3
tt0327162,nm0000335,Glenn Close,1.0,4
tt0327162,nm0000686,Christopher Walken,2.0,5
tt0327162,nm0058372,Roger Bart,2.0,6
tt0327162,nm0335344,David Marshall Grant,2.0,7
tt0327162,nm0001484,Jon Lovitz,2.0,8
tt0327162,nm1483241,Dylan Hartigan,2.0,9
tt0327162,nm1627988,Fallon Brooking,1.0,10
tt0327679,nm0004266,Anne Hathaway,1.0,1
tt0327679,nm0199215,Hugh Dancy,2.0,2
tt0327679,nm0000144,Cary Elwes,2.0,3
tt0327679,nm0525921,Joanna Lumley,1.0,4
tt0327679,nm1264521,Aidan McArdle,2.0,5
tt0327679,nm0700577,Lucy Punch,1.0,6
tt0327679,nm1264670,Jennifer Higham,1.0,7
tt0327679,nm0000378,Minnie Driver,1.0,8
tt0327679,nm0001385,Eric Idle,2.0,9
tt0327679,nm0176869,Steve Coogan,2.0,10
tt0328107,nm0000243,Denzel Washington,2.0,1
tt0328107,nm0000686,Christopher Walken,2.0,2
tt0328107,nm0266824,Dakota Fanning,1.0,3
tt0328107,nm0593664,Radha Mitchell,1.0,4
tt0328107,nm0004711,Marc Anthony,2.0,5
tt0328107,nm0316284,Giancarlo Giannini,2.0,6
tt0328107,nm0000620,Mickey Rourke,2.0,7
tt0328107,nm0001797,Rachel Ticotin,1.0,8
tt0328107,nm0554929,Roberto Sosa,2.0,9
tt0328107,nm0643740,Jesús Ochoa,2.0,10
tt0328538,nm0939697,Evan Rachel Wood,1.0,1
tt0328538,nm0000456,Holly Hunter,1.0,2
tt0328538,nm1223023,Nikki Reed,1.0,3
tt0328538,nm1227814,Vanessa Hudgens,1.0,4
tt0328538,nm1227232,Brady Corbet,2.0,5
tt0328538,nm1227470,Ulysses Estrada,2.0,6
tt0328538,nm2761813,Sarah Blakley-Cartwright,1.0,7
tt0328538,nm1228930,Jenicka Carey,0.0,8
tt0328538,nm1020124,Sarah Clarke,1.0,9
tt0328538,nm1228813,Jasmine Di Angelo,0.0,10
tt0328589,nm0000178,Diane Lane,1.0,1
tt0328589,nm0100556,Raoul Bova,2.0,2
tt0328589,nm0644897,Sandra Oh,1.0,3
tt0328589,nm0242026,Lindsay Duncan,1.0,4
tt0328589,nm0516020,Vincent Riotta,2.0,5
tt0328589,nm0598102,Mario Monicelli,2.0,6
tt0328589,nm0633507,Roberto Nobile,2.0,7
tt0328589,nm0951823,Anita Zagaria,1.0,8
tt0328589,nm0330921,Evelina Gori,1.0,9
tt0328589,nm0825340,Giulia Louise Steigerwalt,1.0,10
tt0329101,nm0000387,Robert Englund,2.0,1
tt0329101,nm0457090,Ken Kirzinger,2.0,2
tt0329101,nm0746714,Kelly Rowland,1.0,3
tt0329101,nm0444621,Monica Keena,1.0,4
tt0329101,nm0728762,Jason Ritter,2.0,5
tt0329101,nm0410622,Katharine Isabelle,1.0,6
tt0329101,nm0549815,Christopher Rodriguez Marquette,2.0,7
tt0329101,nm0281956,Brendan Fletcher,2.0,8
tt0329101,nm0125148,Tom Butler,2.0,9
tt0329101,nm0613147,Lochlyn Munro,2.0,10
tt0329913,nm0004719,Jennifer Aspen,1.0,1
tt0329913,nm0172385,Jessica Collins,1.0,2
tt0329913,nm0274919,Samantha Ferris,1.0,3
tt0329913,nm0584777,Nicki Micheaux,1.0,4
tt0329913,nm0609055,Paige Moss,1.0,5
tt0329913,nm0648153,Ty Olsson,2.0,6
tt0329913,nm0740505,Bonnie Root,1.0,7
tt0329913,nm0005318,Carly Pope,1.0,8
tt0329913,nm0001496,Amy Madigan,1.0,9
tt0329913,nm0046420,Giacomo Baessato,2.0,10
tt0330243,nm0464945,Marek Kondrat,2.0,1
tt0330243,nm0870576,Janina Traczykówna,1.0,2
tt0330243,nm0333275,Andrzej Grabowski,2.0,3
tt0330243,nm1235303,Michal Koterski,,4
tt0330243,nm0797198,Joanna Sienkiewicz,1.0,5
tt0330243,nm1232161,Monika Donner-Trelinska,,6
tt0330243,nm0066133,Aleksander Bednarz,2.0,7
tt0330243,nm0118840,Zbigniew Buczkowski,2.0,8
tt0330243,nm0159266,Dorota Chotecka,1.0,9
tt0330243,nm0162987,Maria Ciunelis,1.0,10
tt0330793,nm0005048,Thomas Jane,2.0,1
tt0330793,nm0000237,John Travolta,2.0,2
tt0330793,nm0000526,Samantha Mathis,1.0,3
tt0330793,nm0005009,Laura Harring,1.0,4
tt0330793,nm0028551,A. Russell Andrews,2.0,5
tt0330793,nm1357072,Omar Avila,2.0,6
tt0330793,nm0139549,James Carpinello,2.0,7
tt0330793,nm0139549,James Carpinello,2.0,8
tt0330793,nm0171868,Mark Collie,2.0,9
tt0330793,nm0244048,Russell Durham Comegys,2.0,10
tt0330793,nm0139175,Antoni Corone,2.0,11
tt0332280,nm0001687,Gena Rowlands,1.0,1
tt0332280,nm0001258,James Garner,2.0,2
tt0332280,nm1046097,Rachel McAdams,1.0,3
tt0332280,nm0331516,Ryan Gosling,2.0,4
tt0332280,nm1658940,Tim Ivey,,5
tt0332280,nm0210915,Starletta DuPois,1.0,6
tt0332280,nm1655411,Anthony-Michael Q. Thomas,,7
tt0332280,nm0333592,Ed Grady,2.0,8
tt0332280,nm1661193,Renée Amber,,9
tt0332280,nm0248474,Jennifer Echols,1.0,10
tt0332375,nm0540441,Jena Malone,1.0,1
tt0332375,nm0601553,Mandy Moore,1.0,2
tt0332375,nm0000346,Macaulay Culkin,2.0,3
tt0332375,nm0297578,Patrick Fugit,2.0,4
tt0332375,nm0000525,Heather Matarazzo,1.0,5
tt0332375,nm0025483,Eva Amurri,1.0,6
tt0332375,nm1039977,Chad Faust,2.0,7
tt0332375,nm0856866,Elizabeth Thai,1.0,8
tt0332375,nm0233027,Martin Donovan,2.0,9
tt0332375,nm0000571,Mary-Louise Parker,1.0,10
tt0332379,nm0085312,Jack Black,2.0,1
tt0332379,nm0925234,Mike White,2.0,2
tt0332379,nm0000349,Joan Cusack,1.0,3
tt0332379,nm0664238,Adam Pascal,2.0,4
tt0332379,nm1306097,Lucas Papaelias,,5
tt0332379,nm1083114,Chris Stack,,6
tt0332379,nm0798971,Sarah Silverman,1.0,7
tt0332379,nm0044974,Lucas Babin,,8
tt0332379,nm1440137,Jordan-Claire Green,,9
tt0332379,nm1440136,Veronica Afflerbach,,10
tt0333766,nm0103785,Zach Braff,2.0,1
tt0333766,nm0765597,Peter Sarsgaard,2.0,2
tt0333766,nm0000204,Natalie Portman,1.0,3
tt0333766,nm0000453,Ian Holm,2.0,4
tt0333766,nm1539292,Kenneth Graymez,,5
tt0333766,nm0938045,George C. Wolfe,2.0,6
tt0333766,nm1173786,Austin Lysy,2.0,7
tt0333766,nm1344784,Gary Gilbert,2.0,8
tt0333766,nm1543216,Jill Flint,1.0,9
tt0333766,nm0122558,Alex Burns,2.0,10
tt0335119,nm0424060,Scarlett Johansson,1.0,1
tt0335119,nm0000147,Colin Firth,2.0,2
tt0335119,nm0929489,Tom Wilkinson,2.0,3
tt0335119,nm0661407,Judy Parfitt,1.0,4
tt0335119,nm0614165,Cillian Murphy,2.0,5
tt0335119,nm0204583,Essie Davis,1.0,6
tt0335119,nm0768936,Joanna Scanlan,1.0,7
tt0335119,nm0542635,Alakina Mann,1.0,8
tt0335119,nm0570375,Chris McHallem,2.0,9
tt0335119,nm0717512,Gabrielle Reidy,1.0,10
tt0335266,nm0000195,Bill Murray,2.0,1
tt0335266,nm0424060,Scarlett Johansson,1.0,2
tt0335266,nm0000610,Giovanni Ribisi,2.0,3
tt0335266,nm0267506,Anna Faris,1.0,4
tt0335266,nm1440108,Akiko Takeshita,1.0,5
tt0335266,nm1440076,Kazuyoshi Minamimagoe,1.0,6
tt0335266,nm1440085,Kazuko Shibata,1.0,7
tt0335266,nm1440090,Take,0.0,8
tt0335266,nm1440060,Ryuichiro Baba,2.0,9
tt0335266,nm1440095,Akira Yamaguchi,2.0,10
tt0337563,nm0004950,Jennifer Garner,1.0,1
tt0337563,nm0749263,Mark Ruffalo,2.0,2
tt0337563,nm0339460,Judy Greer,1.0,3
tt0337563,nm0785227,Andy Serkis,2.0,4
tt0337563,nm0000834,Kathy Baker,1.0,5
